gene_id	041017C1d150S1	041017E1d150S2	041917E1d14S1	041917F1d14S2
Mtpap	2964	3634	2851	1846
Mtpn	0	0	0	0
Mtr	0	0	0	0
Mtrf1	0	0	0	0
Mtrf1l	0	0	0	0
Mtrr	0	0	0	0
Mtss1	0	0	1	0
Mtss1l	0	0	0	0
Mttp	252	213	247	244
Mturn	0	0	25	24
Mtus1	0	0	0	0
Mtus2	2	0	22	23
Mtx1	429	272	421	331
Mtx2	0	0	0	0
Mtx3	0	0	0	0
Muc1	851	730	622	290
Muc13	0	0	0	0
Muc15	0	1	0	0
Muc19	0	203	0	0
Muc2	0	0	0	0
Muc20	0	0	0	0
Muc4	0	0	0	0
Muc5ac	0	0	0	0
Muc5b	1	1	5	4
Muc6	0	0	0	0
Mucl1	0	0	0	0
Mug1	0	0	0	0
Mug2	0	0	0	0
Mug-ps1	332	205	303	438
Mul1	0	1	7	0
Mum1	16	8	6	0
Mum1l1	2	7	0	3
Mup1	0	0	0	0
Mup10	0	0	0	0
Mup11	0	0	0	0
Mup12	0	0	0	0
Mup13	0	0	0	0
Mup14	0	0	0	0
Mup15	0	0	0	0
Mup16	0	0	0	0
Mup17	0	0	0	0
Mup19	0	0	0	0
Mup2	0	0	0	0
Mup20	328	152	479	383
Mup21	8	0	2	0
Mup3	618	478	429	277
Mup4	0	0	0	0
Mup5	0	0	0	0
Mup6	0	0	0	0
Mup7	0	0	0	0
Mup8	0	0	0	0
Mup9	0	0	0	0
Murc	0	0	0	0
Mus81	328	1048	1030	690
Musk	0	1	0	0
Mustn1	0	0	0	0
Mut	0	0	0	9
Mutyh	0	0	0	0
Mvb12a	0	0	0	0
Mvb12b	5	7	4	19
Mvd	51	61	35	26
Mvk	0	0	0	0
Mvp	174	324	168	64
Mx1	0	0	0	0
Mx2	0	0	0	0
Mxd1	251	157	249	203
Mxd3	0	0	2	0
Mxd4	0	0	0	0
Mxi1	0	0	0	0
Mxra7	0	0	0	0
Mxra8	0	0	0	0
Myadm	900	224	2219	697
Myadml2	987	945	948	1021
Myb	9	20	15	20
Mybbp1a	1	1	5	19
Mybl1	1	36	0	8
Mybl2	0	1	2	11
Mybpc1	0	0	0	0
Mybpc2	0	0	0	0
Mybpc3	111	64	42	53
Mybph	0	0	0	0
Mybphl	227	394	221	116
Myc	0	16	6	31
Mycbp	0	0	0	0
Mycbp2	0	0	0	1
Mycbpap	1000	1061	894	428
Mycl	0	0	1	0
Mycn	0	0	0	0
Mycs	0	0	0	0
Myct1	0	0	0	0
Myd88	0	6	0	0
Myef2	0	0	0	0
Myeov2	0	0	0	0
Myf5	0	2	2	1
Myf6	0	1	0	0
Myg1	19	79	23	7
Myh1	0	0	0	0
Myh10	63	88	91	89
Myh11	12	11	41	40
Myh13	0	0	0	0
Myh14	0	0	0	0
Myh15	0	1	0	4
Myh2	0	0	0	0
Myh3	0	0	0	0
Myh4	0	0	0	1
Myh6	4	0	0	3
Myh7	281	338	376	356
Myh7b	0	0	0	0
Myh8	0	0	0	0
Myh9	709	379	388	423
Myl1	0	0	0	0
Myl10	0	0	0	0
Myl12a	0	0	0	0
Myl12b	0	0	0	0
Myl2	1	0	2	0
Myl3	0	0	0	0
Myl4	0	0	0	0
Myl6	0	0	0	0
Myl6b	0	0	0	0
Myl7	3	11	13	14
Myl9	0	0	0	3
Mylip	0	0	0	0
Mylk	35	16	0	0
Mylk2	0	0	0	0
Mylk3	0	0	0	0
Mylk4	0	0	0	0
Mylpf	0	0	0	0
Mynn	0	0	0	0
Myo10	0	0	2	43
Myo15	582	589	357	551
Myo16	0	1	0	0
Myo18a	178	169	164	328
Myo18b	56	38	48	32
Myo19	7	31	7	6
Myo1a	87	94	103	20
Myo1b	0	0	2	0
Myo1c	0	2	13	15
Myo1d	2	3	0	0
Myo1e	30	35	6	13
Myo1f	0	0	0	0
Myo1g	107	79	96	151
Myo1h	7	3	2	23
Myo3a	0	1	0	0
Myo3b	0	11	0	0
Myo5a	12	17	38	79
Myo5b	0	0	0	0
Myo5c	505	377	491	355
Myo6	0	0	0	0
Myo7a	0	0	0	0
Myo7b	430	444	675	441
Myo9a	98	61	40	42
Myo9b	184	266	284	249
Myoc	0	1	0	2
Myocd	0	0	0	0
Myod1	0	0	0	0
Myof	0	0	0	0
Myog	0	0	0	0
Myom1	1	0	0	1
Myom2	0	0	0	0
Myom3	0	3	7	1
Myot	0	0	0	0
Myoz1	0	0	0	0
Myoz2	0	0	0	0
Myoz3	0	0	0	0
Mypn	1	0	0	0
Mypop	0	0	1	0
Myrf	1	0	0	0
Myrfl	420	379	448	347
Myrip	0	0	0	0
Mysm1	0	0	0	0
Myt1	0	0	0	0
Myt1l	0	0	0	0
Myzap	0	1	0	0
Mzb1	0	0	8	3
Mzf1	0	0	0	0
Mzt1	0	0	0	0
Mzt2	149	61	148	349
N28178	0	0	0	0
N4bp1	0	0	1	0
N4bp2	389	461	462	434
N4bp2l1	0	0	0	0
N4bp2l2	0	0	1	0
N4bp3	0	8	9	6
N6amt1	325	440	316	520
N6amt2	0	20	1	0
Naa10	0	0	0	1
Naa11	0	0	0	0
Naa15	3	4	4	1
Naa16	27	41	19	4
Naa20	0	0	0	0
Naa25	0	0	0	0
Naa30	0	0	0	0
Naa35	30	62	81	56
Naa38	6	25	18	30
Naa40	0	1	0	1
Naa50	8160	5276	6947	6449
Naa60	3664	3402	4217	2023
Naaa	0	1	0	0
Naalad2	0	0	0	0
Naaladl1	0	0	2	0
Nab1	0	0	0	0
Nab2	0	0	0	1
Nabp1	0	0	0	0
Nabp2	0	0	0	0
Naca	0	0	0	0
Nacad	141	72	48	118
Nacc1	0	5	2	6
Nacc2	0	0	0	1
Nadk	84	50	26	13
Nadk2	0	0	1	19
Nadsyn1	0	0	0	0
Nae1	0	0	0	0
Naf1	0	0	0	0
Naga	0	0	0	0
Nagk	0	0	0	0
Naglu	220	185	225	50
Nagpa	1026	1021	659	560
Nags	550	728	467	460
Naif1	158	269	207	262
Naip1	0	0	0	0
Naip2	6	0	1	33
Naip5	6	0	0	0
Naip6	0	0	0	0
Naip7	0	0	0	0
Nalcn	116	76	65	78
Nampt	0	0	0	0
Nanog	0	0	0	2
Nanos1	0	0	0	0
Nanos2	0	0	0	0
Nanos3	0	0	0	0
Nanp	0	0	0	0
Nans	3	0	2	0
Nap1l1	0	0	0	0
Nap1l2	241	166	426	181
Nap1l3	0	0	0	0
Nap1l4	0	1	0	0
Nap1l5	0	0	0	0
Napa	0	0	0	0
Napb	237	237	205	365
Napepld	0	1	0	0
Napg	0	0	0	0
Naprt1	12	39	0	3
Napsa	0	0	0	0
Narf	0	0	0	0
Narfl	86	48	87	50
Narg2	0	0	0	0
Nars	0	0	0	0
Nars2	0	0	0	0
Nasp	0	0	0	0
Nat1	0	0	0	0
Nat10	0	0	0	1
Nat14	0	0	0	0
Nat2	0	10	0	5
Nat3	0	0	0	0
Nat6	2	12	6	6
Nat8	0	0	0	0
Nat8l	1206	732	1696	1143
Nat9	0	0	0	0
Nav1	335	264	251	144
Nav2	0	0	1	0
Nav3	0	0	0	0
Nbas	4	51	21	12
Nbea	0	0	0	0
Nbeal1	104	133	114	112
Nbeal2	0	0	0	0
Nbl1	0	0	0	0
Nbn	0	0	0	0
Nbr1	0	0	0	0
Ncald	0	0	0	0
Ncam1	0	0	0	0
Ncam2	0	0	0	0
Ncan	0	1	0	0
Ncapd2	967	1105	450	291
Ncapd3	0	0	0	1
Ncapg	0	0	0	0
Ncapg2	0	0	0	0
Ncaph	488	505	686	306
Ncaph2	0	19	0	0
Ncbp1	25	62	71	42
Ncbp2	1715	940	2059	1833
Nccrp1	0	0	0	0
Ncdn	0	0	0	1
Nceh1	0	0	0	21
Ncf1	0	0	0	0
Ncf2	1	0	0	0
Ncf4	0	35	0	0
Nck1	0	0	0	0
Nck2	0	30	12	8
Nckap1	0	0	5	1
Nckap1l	0	0	0	0
Nckap5	0	0	0	0
Nckap5l	0	0	0	0
Nckipsd	22	24	8	13
Ncl	0	0	0	0
Ncln	0	0	0	0
Ncmap	0	0	0	0
Ncoa1	795	759	455	474
Ncoa2	128	124	76	70
Ncoa3	0	0	0	0
Ncoa4	878	964	1362	540
Ncoa5	0	0	0	0
Ncoa6	30	47	106	121
Ncoa7	0	0	0	0
Ncor1	522	975	661	382
Ncor2	639	736	718	739
Ncr1	0	0	0	0
Ncs1	0	0	0	2
Ncstn	279	201	247	211
Nctc1	0	0	0	0
Ndc1	1	0	0	0
Ndc80	0	0	0	0
Nde1	1564	1682	3210	2240
Ndel1	83	59	36	36
Ndfip1	0	9	2	5
Ndfip2	0	0	0	0
Ndn	0	0	0	0
Ndnf	0	0	0	0
Ndnl2	0	0	0	0
Ndor1	0	1	0	0
Ndp	0	0	0	0
Ndrg1	22	117	92	115
Ndrg2	0	0	0	0
Ndrg3	2042	1755	1996	1328
Ndrg4	0	0	0	0
Ndst1	172	200	252	219
Ndst2	0	0	2	26
Ndst3	0	0	0	0
Ndst4	0	0	0	0
Ndufa1	0	0	0	0
Ndufa10	0	0	0	0
Ndufa11	50	74	37	14
Ndufa12	0	0	0	0
Ndufa13	0	0	0	0
Ndufa2	0	0	0	4
Ndufa3	0	0	0	5
Ndufa4	0	0	4	0
Ndufa4l2	0	0	0	0
Ndufa5	0	0	1	0
Ndufa6	0	0	0	0
Ndufa7	34	0	0	9
Ndufa8	0	0	0	0
Ndufa9	0	0	0	0
Ndufab1	0	0	0	0
Ndufaf1	0	0	0	0
Ndufaf2	0	0	0	0
Ndufaf3	3	0	0	5
Ndufaf4	0	0	0	0
Ndufaf5	0	0	0	0
Ndufaf6	0	3	20	3
Ndufaf7	0	0	0	0
Ndufb10	10	1	0	0
Ndufb11	0	0	0	0
Ndufb2	0	16	0	0
Ndufb3	9	15	3	0
Ndufb4	1078	827	1073	1347
Ndufb5	0	0	0	0
Ndufb6	0	0	0	0
Ndufb7	0	0	0	0
Ndufb8	0	0	0	0
Ndufb9	0	0	0	0
Ndufc1	0	0	0	0
Ndufc2	0	0	0	0
Ndufs1	28	9	19	15
Ndufs2	0	0	0	0
Ndufs3	506	501	491	520
Ndufs4	0	0	0	0
Ndufs5	0	0	0	0
Ndufs6	0	0	0	0
Ndufs7	33	35	42	33
Ndufs8	3255	2361	4826	6288
Ndufv1	2614	2803	2845	3426
Ndufv2	0	0	0	2
Ndufv3	0	0	0	0
Neat1	1466	2257	750	589
Neb	881	386	486	317
Nebl	144	26	54	31
Necab1	0	0	0	0
Necab2	104	100	258	241
Necab3	0	0	0	0
Necap1	0	0	0	10
Necap2	14	3	19	12
Nedd1	948	536	741	408
Nedd4	0	0	1	1
Nedd4l	6	0	0	0
Nedd8	0	0	0	0
Nedd9	0	3	10	22
Nefh	633	807	403	226
Nefl	0	0	0	0
Nefm	0	0	0	0
Negr1	0	0	0	0
Neil1	1	0	0	0
Neil2	1	0	0	0
Neil3	0	0	0	0
Nek1	0	0	1	0
Nek10	63	125	63	119
Nek11	179	84	157	104
Nek2	0	0	0	0
Nek3	1	0	0	0
Nek4	0	0	0	0
Nek5	0	0	0	0
Nek6	0	0	2	0
Nek7	9	0	0	0
Nek8	0	0	2	0
Nek9	11	20	28	28
Nelfa	0	0	0	0
Nelfb	150	413	99	122
Nelfcd	0	14	2	5
Nelfe	0	0	0	0
Nell1	32	0	7	6
Nell1os	0	0	0	0
Nell2	0	0	0	0
Nemf	0	1	0	0
Nenf	0	0	0	0
Neo1	0	0	1	0
Nepn	0	0	1	0
Nes	379	413	157	322
Nespas	14	0	0	0
Net1	459	238	420	224
Neto1	0	1	0	0
Neto2	0	0	0	0
Neu1	0	0	0	0
Neu2	1126	1024	1213	956
Neu3	1070	559	525	387
Neu4	0	0	0	0
Neurl1a	17	9	0	0
Neurl1b	0	2	0	0
Neurl2	0	0	0	0
Neurl3	55	57	28	14
Neurl4	0	0	0	0
Neurod1	0	0	0	0
Neurod2	611	612	1247	587
Neurod4	0	0	0	0
Neurod6	0	0	0	0
Neurog1	0	0	0	0
Neurog2	0	0	0	0
Neurog3	0	0	0	0
Nexn	0	1	0	0
Nf1	6	19	12	18
Nf2	181	182	163	163
Nfam1	0	11	0	0
Nfasc	24	37	6	8
Nfat5	24	65	51	39
Nfatc1	194	146	47	40
Nfatc2	92	99	16	12
Nfatc2ip	0	0	0	0
Nfatc3	0	0	0	0
Nfatc4	0	0	0	0
Nfe2	0	0	0	2
Nfe2l1	305	421	302	131
Nfe2l2	0	0	2	3
Nfe2l3	106	66	61	142
Nfia	304	220	504	313
Nfib	48	54	40	81
Nfic	0	0	0	0
Nfil3	0	0	0	0
Nfix	0	0	0	0
Nfkb1	0	0	0	0
Nfkb2	3	0	0	3
Nfkbia	0	0	0	0
Nfkbib	5	14	18	9
Nfkbid	0	0	0	0
Nfkbie	334	223	302	271
Nfkbil1	347	438	165	147
Nfkbiz	5951	3722	2080	1823
Nfrkb	0	0	0	0
Nfs1	65	2	32	17
Nfu1	0	0	1	0
Nfx1	0	0	0	1
Nfxl1	2151	1709	1826	1986
Nfya	0	0	0	0
Nfyb	5	0	0	0
Nfyc	107	40	25	82
Ngb	0	0	0	0
Ngdn	0	0	0	0
Ngef	10	18	13	3
Ngf	0	9	0	0
Ngfr	60	38	1	2
Ngfrap1	15	0	0	5
Ngly1	0	0	0	0
Ngp	0	13	0	0
Ngrn	0	0	0	0
Nhej1	0	0	0	0
Nhlh1	0	0	0	0
Nhlh2	0	0	0	0
Nhlrc1	0	0	0	0
Nhlrc2	0	0	0	0
Nhlrc3	0	0	0	0
Nhlrc4	541	0	0	15
Nhp2	0	0	0	0
Nhp2l1	0	0	0	0
Nhs	0	0	0	0
Nhsl1	0	0	0	0
Nhsl2	0	1	0	0
Nicn1	437	869	674	668
Nid1	0	0	0	1
Nid2	0	0	0	0
Nif3l1	3353	3238	5704	2756
Nifk	0	0	0	3
Nim1k	1	0	0	0
Nin	3	0	0	0
Ninj1	0	0	0	0
Ninj2	0	0	0	0
Ninl	0	0	0	1
Nip7	225	259	145	91
Nipa1	0	0	1	0
Nipa2	0	0	0	0
Nipal1	98	149	42	34
Nipal2	0	0	0	0
Nipal3	19	21	16	1
Nipal4	1601	1930	632	200
Nipbl	551	756	514	642
Nipsnap1	0	0	1	0
Nipsnap3a	0	1	0	0
Nipsnap3b	0	0	0	0
Nisch	0	0	0	0
Nit1	0	0	0	0
Nit2	369	117	399	373
Nkain1	0	1	0	0
Nkain2	0	0	0	0
Nkain3	0	1	0	0
Nkain4	24	8	0	0
Nkap	0	0	0	0
Nkapl	0	0	0	0
Nkd1	8	11	21	14
Nkd2	0	1	0	0
Nkg7	0	0	0	0
Nkiras1	0	0	0	0
Nkiras2	0	0	0	0
Nkpd1	0	0	0	0
Nkrf	0	0	0	0
Nktr	0	0	0	9
Nkx1-1	0	0	0	0
Nkx1-2	3	6	0	2
Nkx2-1	0	0	1	2
Nkx2-2	0	0	1	0
Nkx2-2os	0	0	0	0
Nkx2-3	0	0	0	0
Nkx2-4	0	0	0	0
Nkx2-5	0	0	0	0
Nkx2-6	0	0	0	0
Nkx2-9	0	0	0	16
Nkx3-1	0	12	0	6
Nkx3-2	0	0	0	0
Nkx6-1	0	0	2	7
Nkx6-2	0	0	0	0
Nkx6-3	0	0	0	0
Nle1	0	0	1	0
Nlgn1	0	0	1	0
Nlgn2	2625	2073	2276	1729
Nlgn3	0	0	0	0
Nlk	0	0	0	1
Nln	0	0	0	0
Nlrc3	887	1243	705	352
Nlrc4	0	0	0	0
Nlrc5	0	0	0	0
Nlrp10	56	60	80	68
Nlrp12	0	0	0	0
Nlrp14	0	0	0	1
Nlrp1a	0	0	0	0
Nlrp1b	0	0	0	1
Nlrp1c-ps	0	0	0	0
Nlrp2	0	0	0	0
Nlrp3	254	588	77	53
Nlrp4a	691	622	432	601
Nlrp4b	0	0	0	0
Nlrp4c	19	16	16	10
Nlrp4e	0	0	0	0
Nlrp4f	0	3	15	1
Nlrp4g	0	0	0	0
Nlrp5	0	0	0	0
Nlrp5-ps	0	1	0	0
Nlrp6	111	82	76	36
Nlrp9a	17	11	18	12
Nlrp9b	3	6	9	1
Nlrp9c	2	0	0	0
Nlrx1	0	0	0	0
Nmb	0	0	0	0
Nmbr	0	0	0	0
Nmd3	0	0	0	0
Nme1	9	19	20	9
Nme2	5	9	5	6
Nme3	0	0	0	0
Nme4	42	9	31	41
Nme5	0	0	0	0
Nme6	0	0	3	0
Nme7	0	0	0	0
Nme8	0	0	0	0
Nme9	4	1	2	3
Nmi	113	134	155	66
Nmnat1	0	0	0	0
Nmnat2	0	0	0	0
Nmnat3	20	0	0	0
Nmral1	214	183	322	865
Nmrk1	0	0	0	0
Nmrk2	0	0	0	0
Nms	9	0	7	0
Nmt1	142	123	129	224
Nmt2	0	0	2	0
Nmu	0	0	0	0
Nmur1	0	0	0	0
Nmur2	0	0	1	0
Nnat	0	0	0	0
Nnmt	0	0	0	0
Nnt	0	0	0	0
Noa1	41	54	18	25
Nob1	0	0	25	13
Nobox	0	0	0	0
Noc2l	0	0	0	0
Noc3l	0	0	0	0
Noc4l	14	50	26	70
Nod1	5	10	8	11
Nod2	0	0	0	0
Nodal	0	0	0	0
__no_feature	25239493	24306025	24595722	22612516
Nog	0	0	0	0
Nol10	37	20	34	41
Nol11	4	41	3	30
Nol12	0	0	1	0
Nol3	0	0	0	0
Nol4	0	0	0	0
Nol6	357	279	648	431
Nol7	51	47	19	9
Nol8	0	0	27	0
Nol9	0	0	0	0
Nolc1	89	66	59	14
Nom1	0	0	0	0
Nomo1	0	0	0	0
Nono	0	0	0	0
Nop10	0	0	0	0
Nop14	0	0	0	1
Nop16	0	1	2	2
Nop2	41	53	120	30
Nop56	55	86	46	29
Nop58	65	0	43	87
Nop9	0	0	0	0
Nos1	0	0	0	0
Nos1ap	1	0	0	0
Nos2	15	34	6	21
Nos3	271	225	594	461
Nosip	0	0	0	0
Nostrin	0	0	0	0
__not_aligned	5731132	5541162	5865114	7683523
Notch1	67	97	38	41
Notch2	344	215	547	570
Notch3	9	0	3	0
Notch4	0	0	0	0
Noto	0	1	0	0
Notum	388	363	363	323
Nov	1	1	1	0
Nova1	0	0	0	0
Nova2	0	1	1	0
Nox1	0	0	0	0
Nox3	0	0	0	0
Nox4	2	31	12	3
Noxa1	0	0	0	0
Noxo1	0	0	0	6
Noxred1	0	0	1	1
Npas1	0	0	0	0
Npas2	0	0	0	0
Npas3	0	0	0	0
Npas4	0	2	0	4
Npat	0	0	0	0
Npb	0	0	0	0
Npbwr1	0	0	0	0
Npc1	66	30	51	28
Npc1l1	41	95	25	7
Npc2	0	0	0	0
Npcd	0	0	0	0
Npdc1	0	1	1	5
Npepl1	0	0	7	23
Npepps	10	6	5	6
Npff	0	0	0	0
Npffr1	0	0	0	0
Npffr2	0	0	0	0
Nphp1	5	10	2	2
Nphp3	33	9	0	8
Nphp4	0	0	0	0
Nphs1	0	0	0	0
Nphs1os	0	0	0	0
Nphs2	0	1	0	0
Npl	18	0	13	1
Nploc4	441	467	427	668
Npm1	0	0	0	0
Npm2	327	236	316	252
Npm3	0	0	0	0
Npm3-ps1	0	0	0	0
Npnt	0	1	0	0
Nppa	67	69	69	90
Nppb	53	14	7	16
Nppc	0	0	0	0
Npr1	0	170	0	0
Npr2	5	3	10	1
Npr3	0	44	0	1
Nprl2	0	0	0	0
Nprl3	0	0	0	0
Nps	0	0	0	0
Npsr1	0	5	1	1
Nptn	0	0	0	0
Nptx1	9	5	30	49
Nptx2	0	0	0	0
Nptxr	1	0	0	0
Npvf	0	0	0	0
Npw	0	0	0	0
Npy	0	0	0	0
Npy1r	0	0	0	0
Npy2r	0	1	0	0
Npy4r	0	0	0	0
Npy5r	0	0	2	0
Npy6r	0	1	0	0
Nqo1	0	0	1	0
Nqo2	0	1	1	0
Nr0b1	2	0	0	0
Nr0b2	110	60	85	127
Nr1d1	15	59	323	427
Nr1d2	0	0	0	0
Nr1h2	0	0	0	0
Nr1h3	69	62	0	11
Nr1h4	0	0	0	1
Nr1h5	0	0	1	0
Nr1i2	0	0	0	0
Nr1i3	0	0	0	0
Nr2c1	3	21	34	35
Nr2c2	50	54	47	52
Nr2c2ap	0	0	0	0
Nr2e1	38	85	6	6
Nr2e3	2	0	0	0
Nr2f1	0	0	0	0
Nr2f2	0	0	0	0
Nr2f6	0	0	0	0
Nr3c1	36	1	26	47
Nr3c2	0	0	0	0
Nr4a1	0	0	0	0
Nr4a2	0	1	20	33
Nr4a3	71	50	42	27
Nr5a1	0	0	0	3
Nr5a2	0	43	0	25
Nr6a1	11	19	36	33
Nradd	0	0	0	2
Nrap	0	0	0	0
Nrarp	0	0	0	2
Nras	0	0	0	0
Nrbf2	0	0	0	0
Nrbp1	0	0	8	23
Nrbp2	0	0	0	0
Nrcam	0	0	0	0
Nrd1	1623	1281	822	725
Nrde2	0	0	0	16
Nrep	0	1	0	0
Nrf1	311	321	183	152
Nrg1	1	0	0	0
Nrg2	0	10	23	8
Nrg3	0	0	0	0
Nrg3os	0	0	0	0
Nrg4	0	0	0	0
Nrgn	0	0	0	0
Nrip1	2779	2622	2020	1203
Nrip2	0	0	0	0
Nrip3	0	0	0	0
Nrk	2	0	1	0
Nrl	0	0	0	0
Nrm	0	37	3	3
Nrn1	0	0	0	0
Nrn1l	0	0	0	0
Nron	0	0	0	0
Nrp	0	0	0	0
Nrp1	0	2	0	0
Nrp2	0	0	4	0
Nrros	4102	2963	1892	1663
Nrsn1	0	0	0	0
Nrsn2	0	0	0	0
Nrtn	99	102	42	30
Nrxn1	0	0	1	0
Nrxn2	0	0	0	5
Nrxn3	221	164	171	130
Nsa2	0	1	0	0
Nsd1	495	528	870	883
Nsdhl	0	0	2	10
Nsf	30	74	78	40
Nsfl1c	0	0	0	0
Nsg1	0	0	0	0
Nsg2	0	0	1	0
Nsl1	0	0	0	0
Nsmaf	0	0	0	6
Nsmce1	0	0	0	0
Nsmce2	0	0	11	21
Nsmce4a	0	0	0	0
Nsmf	1329	1127	960	604
Nsun2	0	0	2	1
Nsun3	281	207	241	128
Nsun4	0	13	13	2
Nsun5	0	0	0	0
Nsun6	5	2	38	36
Nsun7	1709	2240	1469	1955
Nt5c	0	23	12	20
Nt5c1a	0	0	0	0
Nt5c1b	0	0	0	0
Nt5c2	22	9	22	19
Nt5c3	0	0	0	0
Nt5c3b	473	409	369	336
Nt5dc1	0	0	0	0
Nt5dc2	0	0	0	0
Nt5dc3	0	0	0	0
Nt5e	300	299	702	329
Nt5m	0	0	0	0
Ntan1	1058	1195	2024	1856
Ntf3	0	0	0	0
Ntf5	0	0	0	0
Nthl1	0	0	0	0
Ntm	0	2	0	0
Ntmt1	648	556	499	875
Ntn1	35	0	0	0
Ntn3	0	55	73	6
Ntn4	0	0	0	0
Ntn5	0	0	0	0
Ntng1	0	0	0	0
Ntng2	0	0	0	0
Ntpcr	0	0	0	0
Ntrk1	0	0	0	0
Ntrk2	0	1	0	0
Ntrk3	0	0	0	0
Nts	0	0	0	0
Ntsr1	0	0	0	0
Ntsr2	0	0	0	0
Nuak1	5	0	0	1
Nuak2	19	1	0	50
Nub1	0	0	0	0
Nubp1	786	803	1028	1071
Nubp2	0	0	0	0
Nubpl	0	0	0	0
Nucb1	0	0	0	0
Nucb2	0	0	0	0
Nucks1	0	0	0	0
Nudc	8	0	0	0
Nudcd1	0	0	0	4
Nudcd2	0	0	0	0
Nudcd3	13	22	0	0
Nudt1	0	0	0	0
Nudt10	0	0	0	0
Nudt11	0	0	0	0
Nudt12	0	0	0	0
Nudt13	0	0	0	0
Nudt14	0	0	0	0
Nudt15	0	0	0	4
Nudt16	0	0	0	0
Nudt16l1	2083	2065	2477	3150
Nudt17	0	0	0	9
Nudt18	0	14	0	0
Nudt19	0	0	0	0
Nudt2	0	0	1	0
Nudt21	0	0	0	0
Nudt22	5	2	3	0
Nudt3	0	0	0	0
Nudt4	0	0	0	1
Nudt5	0	0	0	2
Nudt6	0	0	16	0
Nudt7	21	24	27	50
Nudt8	180	79	160	301
Nudt9	0	0	0	0
Nuf2	0	0	1	0
Nufip1	59	33	65	34
Nufip2	0	0	0	0
Nuggc	0	0	0	6
Numa1	0	1	1	0
Numb	0	1	1	0
Numbl	0	1	0	0
Nup107	0	0	0	0
Nup133	0	3	0	0
Nup153	0	0	0	0
Nup155	46	96	96	129
Nup160	266	240	543	388
Nup188	35	35	13	29
Nup205	0	20	17	6
Nup210	103	66	56	5
Nup210l	41	81	54	46
Nup214	30	37	25	26
Nup35	0	0	0	0
Nup37	0	0	0	4
Nup43	83	42	137	45
Nup50	0	0	0	0
Nup54	0	0	0	0
Nup62	0	0	0	0
Nup62cl	0	0	0	0
Nup62-il4i1	0	0	0	0
Nup85	57	63	37	50
Nup88	8	0	1	17
Nup93	0	1	0	0
Nup98	0	0	0	0
Nupl1	0	0	0	0
Nupl2	0	0	0	0
Nupr1	0	0	0	0
Nupr1l	0	0	0	0
Nus1	0	0	0	0
Nusap1	7	22	3	7
Nutf2	0	0	0	0
Nutf2-ps1	0	0	0	0
Nutm1	497	377	514	352
Nvl	13	13	0	10
Nwd1	673	695	768	860
Nwd2	0	0	0	0
Nxf1	0	0	0	1
Nxf2	0	0	0	0
Nxf3	2	0	0	0
Nxf7	0	0	0	0
Nxn	0	29	0	0
Nxnl1	0	0	0	0
Nxnl2	0	0	0	0
Nxpe2	56	18	30	8
Nxpe3	1166	962	539	723
Nxpe4	0	0	0	0
Nxpe5	55	25	14	21
Nxph1	0	0	0	0
Nxph2	230	122	208	95
Nxph3	0	0	0	0
Nxph4	6782	6432	6534	7438
Nxt1	0	0	0	0
Nxt2	0	0	0	0
Nyap1	234	407	184	201
Nyap2	0	0	0	0
Nynrin	0	0	0	0
Nyx	0	0	0	0
Oacyl	0	0	0	0
Oaf	0	0	0	0
Oard1	0	0	1	10
Oas1a	0	0	0	0
Oas1b	0	0	0	0
Oas1c	0	0	0	0
Oas1d	0	0	0	1
Oas1e	0	0	0	0
Oas1f	0	0	0	0
Oas1g	0	0	0	0
Oas1h	0	0	0	0
Oas2	10	0	0	0
Oas3	0	0	0	0
Oasl1	0	0	10	0
Oasl2	0	0	1	0
Oat	6	0	0	0
Oaz1	3	0	0	1
Oaz1-ps	0	0	0	0
Oaz2	0	0	0	0
Oaz3	12	13	16	21
Obfc1	0	0	0	1
Obox1	0	0	0	0
Obox2	0	0	0	0
Obox3	0	0	1	0
Obox5	0	0	0	0
Obox6	0	0	0	0
Obp1a	0	0	0	0
Obp2a	0	0	0	0
Obp2b	0	0	0	0
Obscn	1431	1240	1019	1646
Obsl1	0	0	0	0
Oc90	0	0	0	3
Oca2	0	0	0	0
Ocel1	0	0	0	0
Ociad1	81	103	0	39
Ociad2	0	38	0	1
Ocln	0	1	0	0
Ocm	0	0	0	0
Ocrl	11	1	0	3
Ocstamp	0	0	0	0
Odam	0	0	0	0
Odc1	88	112	16	15
Odf1	244	152	265	192
Odf2	932	929	1093	1377
Odf2l	0	0	0	1
Odf3	118	88	93	33
Odf3b	0	0	0	0
Odf3l1	18	0	16	7
Odf3l2	0	0	0	0
Odf4	2	20	27	21
Ofcc1	0	0	0	0
Ofd1	33	31	3	1
Ogdh	124	58	59	42
Ogdhl	146	140	132	77
Ogfod1	0	12	2	0
Ogfod2	0	0	1	12
Ogfod3	159	171	132	87
Ogfr	0	0	0	0
Ogfrl1	11	15	8	5
Ogg1	281	215	356	340
Ogn	0	0	0	25
Ogt	0	0	0	0
Oip5	16	46	10	2
Oit1	0	0	0	0
Oit3	0	0	1	1
Ola1	53	62	135	72
Olah	36	20	33	9
Olfm1	0	0	0	0
Olfm2	85	75	63	26
Olfm3	0	0	0	0
Olfm4	31	3	2	5
Olfml1	1	15	17	1
Olfml2a	72	10	12	35
